,id,conversation_id,actor_id,type,message
535,535,535,429825465,1,"I am feeling seriously agitated right now. Is there any chance I could get some input, 
 thank you, Bruce."
536,536,536,768638271,1,"Hi there, this is Nicholas and I am feeling extremely frustrated about my current situation with my parents, I am inquiring if I could get some help or guidance with this,
 thank you."
537,537,537,316836474,1,"Good evening Shout, these last few months has left me feeling very distressed in relation to my situation with relationship, I am in need of words of advice, 
 thank you, Krystal."
538,538,538,509989308,1,I need some support please
539,539,539,507468440,1,"Sometimes I think i feel unhappy, about my friends asking me questions...yeah, i would rather be playing tennis"
540,540,540,768383922,1,"Hi Shout, I am Daniel I am feeling a bit upset"
541,541,541,608801413,1,"Hi Shout, this is Krystal and these last few weeks has left me feeling fairly sad in relation to my current predicament at the moment, I am in need of input,
 thank you."
542,542,542,252808924,1,"Good afternoon Shout, these last few days has left me feeling extremely frustrated in relation to my situation with friends, I am in need of advice or support, 
 thank you, Barbara."
543,543,543,956572573,1,"Hi Shout, I am Paul I am feeling a bit anxious"
544,544,544,717140226,1,"Hector here. I am currently feeling fairly sad. Is there any chance I could get some input or advice, 
 thank you."
545,545,545,881487163,1,"I am feeling somewhat heartbroken right now. Is there any chance I could get some advice or support, 
 thank you, Crystal."
546,546,546,288509676,1,"Hello Shout, this is Ashley and I am feeling reasonably glum about my current situation at home, I am inquiring if I could get some help with this,
 thank you."
547,547,547,137726481,1,"Sometimes I think i feel dejected, about my friends asking me questions...yeah, i would rather be playing tennis"
548,548,548,873068306,1,"Hi Shout, I am Patricia I am feeling a bit heartbroken"
549,549,549,491981179,1,"Sometimes I think i feel enraged, about my friends asking me questions...yeah, i would rather be playing tennis"
550,550,550,751702270,1,I need some advice or support please
551,551,551,089213112,1,"Hi Shout, my name is Michael, my mother Jeffrey is causing me to feel stressed"
552,552,552,959528511,1,It is all good
553,553,553,178112598,1,"Elizabeth here. I am currently feeling extremely frustrated. Is there any chance I could get some input, 
 thank you."
554,554,554,168989798,1,"Hi Shout, my name is Tiffany, my mother David is causing me to feel unhappy"
555,555,555,938692770,1,"Hey Shout, this last week has left me feeling fairly sad in relation to my situation at work, I am in need of advice, 
 thank you, Edward."
556,556,556,579279083,1,"Hello there, this is Charlotte and I am feeling slightly anxious about my current situation in the matrix, I am wondering if I could get some input or advice with this,
 thank you."
557,557,557,914535975,1,"I am feeling reasonably dismal right now. Is there any chance I could get some input, 
 thank you, Troy."
558,558,558,497635849,1,"Sometimes I think i feel sad, about my friends asking me questions...yeah, i would rather be playing tennis"
559,559,559,034261481,1,I need some help or input please
560,560,560,964402926,1,"Hi Shout, my name is Robert, my son Jodi is causing me to feel sad"
561,561,561,693073831,1,", this past month has left me feeling particularly enraged in relation to my current situ with life, I am in need of guidance,
 thank you."
562,562,562,567719988,1,I need some words of advice please
563,563,563,027736123,1,"Hi Shout, my name is Sherry, my son Danielle is causing me to feel heartbroken"
564,564,564,957116639,1,"I am feeling fairly sad right now. Is there any chance I could get some words of advice, 
 thank you, Joshua."
565,565,565,147473306,1,"Hey there, this is Lucas and this month has left me feeling particularly enraged in relation to my current predicament with my development as a person, I am in need of help or input,
 thank you."
566,566,566,316569752,1,"Hi Shout, I am feeling somewhat heartbroken about my current situation at the moment, I am pondering if I could get some input with this,
 thank you, Michelle."
567,567,567,056426455,1,"Sometimes I think i feel anxious, about my friends asking me questions...yeah, i would rather be playing tennis"
568,568,568,113396776,1,"Pamela here. I am currently feeling a little worried. Is there any chance I could get some advice, 
 thank you."
569,569,569,111266047,1,"Good evening Shout, these last few months has left me feeling unusually enraged in relation to my situation with relationship, I am in need of words of advice, 
 thank you, Christina."
570,570,570,302676453,1,"Good afternoon Shout, these last few days has left me feeling pretty somber in relation to my current situ with friends, I am in need of advice or support,
 thank you."
571,571,571,217527509,1,"I am feeling sort of unhappy right now. Is there any chance I could get some help or guidance, 
 thank you, Jeremy."
572,572,572,359954407,1,"Hey Shout, I am feeling deeply depressed about my current situation at work, I am pondering if I could get some advice with this,
 thank you, Ronald."
573,573,573,168689403,1,"I am feeling deeply depressed right now. Is there any chance I could get some help or guidance, 
 thank you, Amy."
574,574,574,872676772,1,"I am feeling quite upset right now. Is there any chance I could get some input, 
 thank you, Anne."
575,575,575,635939744,1,"Good evening Shout, I am feeling quite upset about my current situation with relationship, I am pondering if I could get some words of advice with this,
 thank you."
576,576,576,648681616,1,"Good afternoon Shout, I am feeling extremely frustrated about my current situation with friends, I am pondering if I could get some advice or support with this,
 thank you."
577,577,577,543882799,1,"Hello Shout, I am feeling very distressed about my current situation at home, I am pondering if I could get some help with this,
 thank you."
578,578,578,871916402,1,"Sandra here. I am currently feeling kind of dejected. Is there any chance I could get some advice or support, 
 thank you."
579,579,579,723787995,1,"Hi Shout, I am Christian I am feeling a bit unhappy"
580,580,580,364503700,1,"Hey Shout, I am feeling very distressed about my current situation at work, I am wondering if I could get some advice with this,
 thank you, Craig."
581,581,581,193757535,1,", this past month has left me feeling very distressed in relation to my current situ with life, I am in need of guidance,
 thank you."
582,582,582,022916828,1,"Hi there, these past few days has left me feeling reasonably glum in relation to my situation with my parents, I am in need of help or guidance, 
 thank you, Lisa."
583,583,583,669953838,1,"Good afternoon Shout, these last few days has left me feeling reasonably glum in relation to my current situ with friends, I am in need of advice or support,
 thank you."
584,584,584,178572966,1,"Good morning Shout, this is Samuel and I am feeling a little worried about my current situation with family, I am wondering if I could get some support with this,
 thank you."
585,585,585,404980990,1,"Good evening Shout, I am feeling deeply depressed about my current situation with relationship, I am wondering if I could get some words of advice with this,
 thank you, Cynthia."
586,586,586,985991664,1,It is all good
587,587,587,389953047,1,"Sometimes I think i feel enraged, about my friends asking me questions...yeah, i would rather be playing tennis"
588,588,588,295879732,1,"Hi there, these past few days has left me feeling extremely frustrated in relation to my situation with my parents, I am in need of help or guidance, 
 thank you, Dana."
589,589,589,510182233,1,"Daniel here. I am currently feeling very distressed. Is there any chance I could get some advice, 
 thank you."
590,590,590,998736533,1,"Good evening Shout, this is Eric and I am feeling sort of unhappy about my current situation with relationship, I am wondering if I could get some words of advice with this,
 thank you."
591,591,591,686320315,1,"Good afternoon Shout, these last few days has left me feeling reasonably dismal in relation to my situation with friends, I am in need of advice or support, 
 thank you, Joseph."
592,592,592,468341759,1,", I am feeling reasonably glum about my current situation with life, I am wondering if I could get some guidance with this,
 thank you, Kim."
593,593,593,131185395,1,"Good morning Shout, this last month has left me feeling awfully miserable in relation to my current situ with family, I am in need of support,
 thank you."
594,594,594,512475102,1,I need some support please
595,595,595,598381214,1,"Anna here. I am currently feeling unusually enraged. Is there any chance I could get some input or advice, 
 thank you."
596,596,596,175148090,1,"Hi Shout, my name is Jodi, my cousin Dustin is causing me to feel glum"
597,597,597,296052353,1,"Joshua here. I am currently feeling somewhat heartbroken. Is there any chance I could get some words of advice, 
 thank you."
598,598,598,091227129,1,It is all good
599,599,599,076903010,1,I need some help please
600,600,600,768574805,1,"Good morning Shout, I am feeling kind of dejected about my current situation with family, I am inquiring if I could get some support with this,
 thank you, Joseph."
601,601,601,411361386,1,", this is Gabriel and I am feeling quite upset about my current situation with life, I am inquiring if I could get some guidance with this,
 thank you."
602,602,602,141692479,1,"Hi Shout, these last few weeks has left me feeling slightly anxious in relation to my current situ at the moment, I am in need of input,
 thank you."
603,603,603,810584644,1,"Jerry here. I am currently feeling considerably stressed. Is there any chance I could get some help or guidance, 
 thank you."
604,604,604,560300491,1,", I am feeling awfully miserable about my current situation with life, I am thinking if I could get some guidance with this,
 thank you, Megan."
605,605,605,356023747,1,"Hi Shout, my name is Joanne, my grandmother Amy is causing me to feel glum"
606,606,606,559254938,1,I need some input please
607,607,607,687741885,1,"Hi there, I am feeling somewhat heartbroken about my current situation with my parents, I am wondering if I could get some help or guidance with this,
 thank you, Stephen."
608,608,608,475619631,1,"Good afternoon Shout, I am feeling awfully miserable about my current situation with friends, I am wondering if I could get some advice or support with this,
 thank you."
609,609,609,662335761,1,"Hi Shout, my name is Laura, my grandfather Allison is causing me to feel enraged"
610,610,610,643100277,1,"Hey Shout, this is Nina and this last week has left me feeling reasonably dismal in relation to my current predicament at work, I am in need of advice,
 thank you."
611,611,611,745255309,1,"Hi Shout, I am Michelle I am feeling a bit distressed"
612,612,612,513716506,1,"Hi Shout, I am Jeffrey I am feeling a bit agitated"
613,613,613,980037490,1,It is all good
614,614,614,526530205,1,"Hi Shout, I am feeling particularly enraged about my current situation at the moment, I am thinking if I could get some input with this,
 thank you."
615,615,615,935045260,1,"I am feeling unusually enraged right now. Is there any chance I could get some guidance, 
 thank you, James."
616,616,616,313830070,1,"Hi there, I am feeling a little worried about my current situation with my parents, I am inquiring if I could get some help or guidance with this,
 thank you."
617,617,617,730119491,1,"Tommy here. I am currently feeling particularly enraged. Is there any chance I could get some support, 
 thank you."
618,618,618,698947298,1,"Hi Shout, I am Joshua I am feeling a bit stressed"
619,619,619,506686278,1,"Hi Shout, my name is Jennifer, my aunt Danny is causing me to feel glum"
620,620,620,786826692,1,"Hi Shout, I am Aaron I am feeling a bit distressed"
621,621,621,721067997,1,"Good morning Shout, this is Matthew and I am feeling fairly sad about my current situation with family, I am wondering if I could get some support with this,
 thank you."
622,622,622,790652650,1,"Hi Shout, this is Sonia and these last few weeks has left me feeling slightly anxious in relation to my current predicament at the moment, I am in need of input,
 thank you."
623,623,623,020079649,1,It is all good
624,624,624,506435010,1,"Good evening Shout, these last few months has left me feeling reasonably dismal in relation to my current situ with relationship, I am in need of words of advice,
 thank you."
625,625,625,751820410,1,I need some advice or support please
626,626,626,878271159,1,"Hello Shout, I am feeling deeply depressed about my current situation at home, I am thinking if I could get some help with this,
 thank you."
627,627,627,149400611,1,", this is Jerry and I am feeling fairly sad about my current situation with life, I am inquiring if I could get some guidance with this,
 thank you."
628,628,628,339343642,1,"Hi Shout, this is Jeremy and these last few weeks has left me feeling extremely angry in relation to my current predicament at the moment, I am in need of input,
 thank you."
629,629,629,375220239,1,"Good evening Shout, this is Laura and these last few months has left me feeling particularly enraged in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
630,630,630,345825162,1,"Sara here. I am currently feeling awfully miserable. Is there any chance I could get some input or advice, 
 thank you."
631,631,631,603988229,1,"I am feeling deeply depressed right now. Is there any chance I could get some words of advice, 
 thank you, David."
632,632,632,839454592,1,"Hey there, I am feeling truly bad about my current situation with my development as a person, I am thinking if I could get some help or input with this,
 thank you."
633,633,633,586786322,1,"I am feeling kind of dejected right now. Is there any chance I could get some guidance, 
 thank you, Jennifer."
634,634,634,054142941,1,"I am feeling kind of dejected right now. Is there any chance I could get some input, 
 thank you, John."
635,635,635,960893847,1,"Hello there, I am feeling a little worried about my current situation in the matrix, I am inquiring if I could get some input or advice with this,
 thank you."
636,636,636,288578193,1,"Kathleen here. I am currently feeling truly bad. Is there any chance I could get some words of advice, 
 thank you."
637,637,637,650530402,1,"Hi there, these past few days has left me feeling considerably stressed in relation to my current situ with my parents, I am in need of help or guidance,
 thank you."
638,638,638,463739792,1,It is all good
639,639,639,485195892,1,I need some advice please
640,640,640,038099632,1,", I am feeling reasonably glum about my current situation with life, I am wondering if I could get some guidance with this,
 thank you."
641,641,641,444489937,1,"Ryan here. I am currently feeling pretty somber. Is there any chance I could get some help or input, 
 thank you."
642,642,642,953822014,1,"Sometimes I think i feel dismal, about my friends asking me questions...yeah, i would rather be playing tennis"
643,643,643,635270601,1,"Hi Shout, my name is Mark, my sister Michael is causing me to feel sad"
644,644,644,340599130,1,"Hi Shout, my name is Rachel, my aunt Derrick is causing me to feel sad"
645,645,645,236504030,1,"I am feeling quite upset right now. Is there any chance I could get some input or advice, 
 thank you, Breanna."
646,646,646,701921211,1,"Hi Shout, I am Vanessa I am feeling a bit sad"
647,647,647,053353456,1,"Hey there, I am feeling extremely frustrated about my current situation with my development as a person, I am thinking if I could get some help or input with this,
 thank you, Jason."
648,648,648,495789223,1,It is all good
649,649,649,145901820,1,"Hello there, I am feeling quite upset about my current situation in the matrix, I am wondering if I could get some input or advice with this,
 thank you, Tracy."
650,650,650,945157793,1,"Good afternoon Shout, this is Scott and I am feeling seriously agitated about my current situation with friends, I am inquiring if I could get some advice or support with this,
 thank you."
651,651,651,667772830,1,"Good morning Shout, I am feeling particularly enraged about my current situation with family, I am thinking if I could get some support with this,
 thank you, Jonathon."
652,652,652,802613159,1,"Hey Shout, this is Tara and this last week has left me feeling very distressed in relation to my current predicament at work, I am in need of advice,
 thank you."
653,653,653,681149348,1,It is all good
654,654,654,503385325,1,It is all good
655,655,655,388730382,1,"Hi Shout, my name is Eileen, my grandmother William is causing me to feel sad"
656,656,656,168925273,1,"Sometimes I think i feel enraged, about my friends asking me questions...yeah, i would rather be playing tennis"
657,657,657,431446320,1,"Hi there, this is Rebecca and these past few days has left me feeling reasonably glum in relation to my current predicament with my parents, I am in need of help or guidance,
 thank you."
658,658,658,888361297,1,"Hello Shout, this is Steve and I am feeling somewhat heartbroken about my current situation at home, I am pondering if I could get some help with this,
 thank you."
659,659,659,029840814,1,It is all good
660,660,660,714014268,1,It is all good
661,661,661,929700994,1,"Hi Shout, my name is John, my uncle Jorge is causing me to feel worried"
662,662,662,782326666,1,"Sometimes I think i feel bad, about my friends asking me questions...yeah, i would rather be playing tennis"
663,663,663,672982984,1,"Hi Shout, this is Vincent and I am feeling particularly enraged about my current situation at the moment, I am thinking if I could get some input with this,
 thank you."
664,664,664,574465278,1,"I am feeling very distressed right now. Is there any chance I could get some guidance, 
 thank you, Douglas."
665,665,665,846354757,1,"Good evening Shout, this is Shawn and these last few months has left me feeling pretty somber in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
666,666,666,697684202,1,"Hey Shout, this is Amy and I am feeling a little worried about my current situation at work, I am pondering if I could get some advice with this,
 thank you."
667,667,667,164226138,1,"I am feeling extremely frustrated right now. Is there any chance I could get some input, 
 thank you, Heidi."
668,668,668,341539431,1,"Good evening Shout, this is Justin and these last few months has left me feeling kind of dejected in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
669,669,669,678086819,1,"Hey Shout, this is Jennifer and I am feeling considerably stressed about my current situation at work, I am pondering if I could get some advice with this,
 thank you."
670,670,670,494961859,1,"Hi Shout, my name is Jose, my aunt Alicia is causing me to feel distressed"
671,671,671,531985366,1,"Good afternoon Shout, this is Denise and I am feeling deeply depressed about my current situation with friends, I am wondering if I could get some advice or support with this,
 thank you."
672,672,672,936065999,1,"John here. I am currently feeling deeply depressed. Is there any chance I could get some advice or support, 
 thank you."
673,673,673,190857507,1,"Hi Shout, my name is John, my grandmother Sandra is causing me to feel upset"
674,674,674,710636224,1,"Rachael here. I am currently feeling slightly anxious. Is there any chance I could get some help, 
 thank you."
675,675,675,472616221,1,"Good evening Shout, these last few months has left me feeling unusually enraged in relation to my current situ with relationship, I am in need of words of advice,
 thank you."
676,676,676,322118908,1,It is all good
677,677,677,846986733,1,"Hello Shout, this past week has left me feeling a little worried in relation to my situation at home, I am in need of help, 
 thank you, Dustin."
678,678,678,589157410,1,"Hi there, this is Lauren and I am feeling deeply depressed about my current situation with my parents, I am pondering if I could get some help or guidance with this,
 thank you."
679,679,679,892370806,1,"I am feeling deeply depressed right now. Is there any chance I could get some guidance, 
 thank you, Kyle."
680,680,680,088235247,1,"Joshua here. I am currently feeling reasonably glum. Is there any chance I could get some support, 
 thank you."
681,681,681,199919597,1,"Hi Shout, I am Hailey I am feeling a bit distressed"
682,682,682,690483467,1,It is all good
683,683,683,553349896,1,"Hello there, I am feeling truly bad about my current situation in the matrix, I am wondering if I could get some input or advice with this,
 thank you."
684,684,684,844315128,1,"Good evening Shout, I am feeling reasonably dismal about my current situation with relationship, I am thinking if I could get some words of advice with this,
 thank you."
685,685,685,920550161,1,I need some support please
686,686,686,780026151,1,"Sheri here. I am currently feeling extremely frustrated. Is there any chance I could get some support, 
 thank you."
687,687,687,817168811,1,"Sometimes I think i feel upset, about my friends asking me questions...yeah, i would rather be playing tennis"
688,688,688,747032190,1,"Hi Shout, I am Chase I am feeling a bit depressed"
689,689,689,960065425,1,", I am feeling a little worried about my current situation with life, I am wondering if I could get some guidance with this,
 thank you."
690,690,690,777703983,1,"Good afternoon Shout, I am feeling quite upset about my current situation with friends, I am wondering if I could get some advice or support with this,
 thank you."
691,691,691,866269280,1,"Hi Shout, these last few weeks has left me feeling pretty somber in relation to my situation at the moment, I am in need of input, 
 thank you, Michael."
692,692,692,881715956,1,It is all good
693,693,693,011587345,1,"Good evening Shout, I am feeling considerably stressed about my current situation with relationship, I am thinking if I could get some words of advice with this,
 thank you."
694,694,694,195640853,1,"Hey Shout, I am feeling somewhat heartbroken about my current situation at work, I am wondering if I could get some advice with this,
 thank you."
695,695,695,199032398,1,", this past month has left me feeling reasonably glum in relation to my situation with life, I am in need of guidance, 
 thank you, Scott."
696,696,696,828694156,1,"Hi there, this is Joseph and I am feeling reasonably dismal about my current situation with my parents, I am thinking if I could get some help or guidance with this,
 thank you."
697,697,697,429410837,1,"Hi Shout, my name is Cynthia, my cousin Heather is causing me to feel sad"
698,698,698,394201456,1,I need some input please
699,699,699,201814130,1,"Hi Shout, my name is Jeffrey, my uncle Tiffany is causing me to feel heartbroken"
700,700,700,502710830,1,"Hello there, this is Andrew and this week has left me feeling somewhat heartbroken in relation to my current predicament in the matrix, I am in need of input or advice,
 thank you."
701,701,701,999485368,1,"Hi Shout, I am Jonathan I am feeling a bit dejected"
702,702,702,760643155,1,"Hello Shout, this past week has left me feeling seriously agitated in relation to my situation at home, I am in need of help, 
 thank you, Dylan."
703,703,703,550602992,1,"I am feeling awfully miserable right now. Is there any chance I could get some support, 
 thank you, Edward."
704,704,704,008573388,1,It is all good
705,705,705,516954141,1,"Hello there, I am feeling deeply depressed about my current situation in the matrix, I am wondering if I could get some input or advice with this,
 thank you, Patrick."
706,706,706,179618014,1,"Hello Shout, this past week has left me feeling kind of dejected in relation to my current situ at home, I am in need of help,
 thank you."
707,707,707,406057090,1,"I am feeling somewhat heartbroken right now. Is there any chance I could get some advice or support, 
 thank you, Maria."
708,708,708,387996171,1,"Good morning Shout, this is Sydney and I am feeling very distressed about my current situation with family, I am thinking if I could get some support with this,
 thank you."
709,709,709,391307208,1,"Hey Shout, this last week has left me feeling considerably stressed in relation to my current situ at work, I am in need of advice,
 thank you."
710,710,710,634253770,1,It is all good
711,711,711,578598514,1,"Sometimes I think i feel sad, about my friends asking me questions...yeah, i would rather be playing tennis"
712,712,712,833515654,1,"Hey Shout, I am feeling seriously agitated about my current situation at work, I am pondering if I could get some advice with this,
 thank you."
713,713,713,231132568,1,"Hey there, I am feeling considerably stressed about my current situation with my development as a person, I am thinking if I could get some help or input with this,
 thank you, Crystal."
714,714,714,743485390,1,"Hey Shout, this last week has left me feeling unusually enraged in relation to my current situ at work, I am in need of advice,
 thank you."
715,715,715,317789017,1,It is all good
716,716,716,143093568,1,"Hi Shout, this is Andrea and these last few weeks has left me feeling deeply depressed in relation to my current predicament at the moment, I am in need of input,
 thank you."
717,717,717,786541869,1,"Hi there, these past few days has left me feeling slightly anxious in relation to my current situ with my parents, I am in need of help or guidance,
 thank you."
718,718,718,161144078,1,"Hi Shout, these last few weeks has left me feeling quite upset in relation to my situation at the moment, I am in need of input, 
 thank you, Bradley."
719,719,719,082921416,1,"Hello Shout, this is Brian and this past week has left me feeling kind of dejected in relation to my current predicament at home, I am in need of help,
 thank you."
720,720,720,190767161,1,"Hello Shout, this past week has left me feeling awfully miserable in relation to my situation at home, I am in need of help, 
 thank you, Christina."
721,721,721,710786426,1,"Rodney here. I am currently feeling a little worried. Is there any chance I could get some help or input, 
 thank you."
722,722,722,804258142,1,"Hello there, this is Angela and I am feeling truly bad about my current situation in the matrix, I am wondering if I could get some input or advice with this,
 thank you."
723,723,723,399388119,1,It is all good
724,724,724,254049943,1,"Hi there, this is Natasha and I am feeling very distressed about my current situation with my parents, I am inquiring if I could get some help or guidance with this,
 thank you."
725,725,725,254232983,1,I need some input or advice please
726,726,726,166554965,1,"Hey Shout, I am feeling truly bad about my current situation at work, I am thinking if I could get some advice with this,
 thank you, Stephanie."
727,727,727,190658201,1,It is all good
728,728,728,640679730,1,It is all good
729,729,729,504534699,1,"Good morning Shout, this is Kristina and I am feeling deeply depressed about my current situation with family, I am wondering if I could get some support with this,
 thank you."
730,730,730,415538187,1,It is all good
731,731,731,875630151,1,"Hey Shout, this is Debra and I am feeling reasonably glum about my current situation at work, I am pondering if I could get some advice with this,
 thank you."
732,732,732,123393266,1,"Hi Shout, my name is Jodi, my brother Annette is causing me to feel dejected"
733,733,733,424149554,1,"William here. I am currently feeling pretty somber. Is there any chance I could get some advice, 
 thank you."
734,734,734,375481880,1,"Hey there, I am feeling fairly sad about my current situation with my development as a person, I am thinking if I could get some help or input with this,
 thank you."
735,735,735,808086443,1,"Good evening Shout, this is Matthew and these last few months has left me feeling kind of dejected in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
736,736,736,603579219,1,"Danielle here. I am currently feeling fairly sad. Is there any chance I could get some help, 
 thank you."
737,737,737,423072970,1,"Hello there, this week has left me feeling sort of unhappy in relation to my current situ in the matrix, I am in need of input or advice,
 thank you."
738,738,738,812472631,1,It is all good
739,739,739,477078396,1,"Hi Shout, I am feeling awfully miserable about my current situation at the moment, I am wondering if I could get some input with this,
 thank you."
740,740,740,691992963,1,"Sometimes I think i feel miserable, about my friends asking me questions...yeah, i would rather be playing tennis"
741,741,741,563344752,1,"Good evening Shout, this is Kathryn and I am feeling reasonably glum about my current situation with relationship, I am thinking if I could get some words of advice with this,
 thank you."
742,742,742,228897151,1,"Hey Shout, this last week has left me feeling quite upset in relation to my current situ at work, I am in need of advice,
 thank you."
743,743,743,937213372,1,"Hi Shout, this is Kayla and I am feeling truly bad about my current situation at the moment, I am wondering if I could get some input with this,
 thank you."
744,744,744,016415800,1,It is all good
745,745,745,722605622,1,", this is Cheryl and this past month has left me feeling extremely frustrated in relation to my current predicament with life, I am in need of guidance,
 thank you."
746,746,746,458525339,1,"Hi Shout, I am Kimberly I am feeling a bit stressed"
747,747,747,987842732,1,"Good evening Shout, I am feeling seriously agitated about my current situation with relationship, I am wondering if I could get some words of advice with this,
 thank you."
748,748,748,342896182,1,"Hey there, I am feeling pretty somber about my current situation with my development as a person, I am inquiring if I could get some help or input with this,
 thank you."
749,749,749,196559439,1,"Hi Shout, I am Jennifer I am feeling a bit sad"
750,750,750,089821290,1,"Good evening Shout, these last few months has left me feeling deeply depressed in relation to my current situ with relationship, I am in need of words of advice,
 thank you."
751,751,751,017015854,1,"Hi Shout, these last few weeks has left me feeling slightly anxious in relation to my situation at the moment, I am in need of input, 
 thank you, Julie."
752,752,752,750755957,1,"Hi Shout, I am feeling seriously agitated about my current situation at the moment, I am inquiring if I could get some input with this,
 thank you, Leslie."
753,753,753,627187935,1,It is all good
754,754,754,980230552,1,"Hi Shout, I am Lori I am feeling a bit dismal"
755,755,755,936542714,1,"Good morning Shout, this is Melissa and I am feeling seriously agitated about my current situation with family, I am thinking if I could get some support with this,
 thank you."
756,756,756,659967150,1,"Good evening Shout, this is Stephanie and these last few months has left me feeling fairly sad in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
757,757,757,134330531,1,"Hello Shout, I am feeling kind of dejected about my current situation at home, I am thinking if I could get some help with this,
 thank you, Bruce."
758,758,758,502636816,1,"Good afternoon Shout, these last few days has left me feeling pretty somber in relation to my situation with friends, I am in need of advice or support, 
 thank you, Antonio."
759,759,759,879844053,1,"Hi there, I am feeling very distressed about my current situation with my parents, I am inquiring if I could get some help or guidance with this,
 thank you."
760,760,760,912844379,1,"Hi Shout, my name is Cynthia, my grandfather Donna is causing me to feel agitated"
761,761,761,962698900,1,"Hi Shout, my name is Ralph, my grandmother Manuel is causing me to feel agitated"
762,762,762,304543440,1,"Hi Shout, I am Lorraine I am feeling a bit anxious"
763,763,763,915716122,1,"Hi Shout, I am feeling fairly sad about my current situation at the moment, I am pondering if I could get some input with this,
 thank you."
764,764,764,700899567,1,"Hey Shout, this is Bernard and I am feeling awfully miserable about my current situation at work, I am wondering if I could get some advice with this,
 thank you."
765,765,765,289116884,1,"Amanda here. I am currently feeling reasonably glum. Is there any chance I could get some help, 
 thank you."
766,766,766,812475606,1,It is all good
767,767,767,901314039,1,", this past month has left me feeling awfully miserable in relation to my situation with life, I am in need of guidance, 
 thank you, Ashley."
768,768,768,367064680,1,"Hello Shout, this is Daniel and I am feeling unusually enraged about my current situation at home, I am wondering if I could get some help with this,
 thank you."
769,769,769,661177756,1,"I am feeling quite upset right now. Is there any chance I could get some words of advice, 
 thank you, Lindsey."
770,770,770,930100400,1,"Hey there, this month has left me feeling very distressed in relation to my situation with my development as a person, I am in need of help or input, 
 thank you, Marc."
771,771,771,997331502,1,It is all good
772,772,772,588089278,1,"Sarah here. I am currently feeling reasonably glum. Is there any chance I could get some help, 
 thank you."
773,773,773,370694266,1,"Good evening Shout, this is Katrina and these last few months has left me feeling pretty somber in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
774,774,774,480397142,1,"I am feeling slightly anxious right now. Is there any chance I could get some advice, 
 thank you, Christy."
775,775,775,273073682,1,I need some guidance please
776,776,776,103855578,1,"Sometimes I think i feel dismal, about my friends asking me questions...yeah, i would rather be playing tennis"
777,777,777,189453953,1,"Good morning Shout, this is Carol and this last month has left me feeling very distressed in relation to my current predicament with family, I am in need of support,
 thank you."
778,778,778,804109551,1,"I am feeling awfully miserable right now. Is there any chance I could get some advice, 
 thank you, Jennifer."
779,779,779,675362481,1,"Hello there, this is Morgan and I am feeling deeply depressed about my current situation in the matrix, I am inquiring if I could get some input or advice with this,
 thank you."
780,780,780,616567725,1,"I am feeling sort of unhappy right now. Is there any chance I could get some advice or support, 
 thank you, Nathan."
781,781,781,157687111,1,"Hello Shout, I am feeling extremely frustrated about my current situation at home, I am pondering if I could get some help with this,
 thank you, Eric."
782,782,782,015986459,1,"Hi Shout, I am Dustin I am feeling a bit miserable"
783,783,783,214489172,1,"Good morning Shout, this last month has left me feeling reasonably glum in relation to my situation with family, I am in need of support, 
 thank you, Jason."
784,784,784,353586726,1,"Hi Shout, my name is Kristine, my uncle Tami is causing me to feel distressed"
785,785,785,134793493,1,"Good evening Shout, this is Willie and these last few months has left me feeling awfully miserable in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
786,786,786,268017601,1,"Hi Shout, I am Ashley I am feeling a bit upset"
787,787,787,124110906,1,"Hello there, this is Tommy and I am feeling slightly anxious about my current situation in the matrix, I am wondering if I could get some input or advice with this,
 thank you."
788,788,788,161250203,1,"Hey Shout, I am feeling considerably stressed about my current situation at work, I am pondering if I could get some advice with this,
 thank you, Danielle."
789,789,789,870914158,1,"Sometimes I think i feel enraged, about my friends asking me questions...yeah, i would rather be playing tennis"
790,790,790,490623766,1,"Sometimes I think i feel frustrated, about my friends asking me questions...yeah, i would rather be playing tennis"
791,791,791,683951436,1,I need some help or guidance please
792,792,792,708186388,1,"Hi Shout, these last few weeks has left me feeling awfully miserable in relation to my current situ at the moment, I am in need of input,
 thank you."
793,793,793,057613990,1,"Hey Shout, I am feeling awfully miserable about my current situation at work, I am pondering if I could get some advice with this,
 thank you."
794,794,794,813363802,1,"I am feeling somewhat heartbroken right now. Is there any chance I could get some advice or support, 
 thank you, Dustin."
795,795,795,159536910,1,"Hey Shout, this is Michael and I am feeling awfully miserable about my current situation at work, I am thinking if I could get some advice with this,
 thank you."
796,796,796,726446890,1,"Good morning Shout, I am feeling reasonably dismal about my current situation with family, I am wondering if I could get some support with this,
 thank you."
797,797,797,014227401,1,"Hi Shout, I am Jason I am feeling a bit angry"
798,798,798,257353124,1,"Hello Shout, this is Ryan and this past week has left me feeling sort of unhappy in relation to my current predicament at home, I am in need of help,
 thank you."
